account_id,customer_id,account_type,currency,balance,created_at,status
ACC0004731,CUST004438,SAVINGS,PKR,263.29,2026-03-30 13:56:09,CLOSED
ACC0004732,CUST003707,BUSINESS,EUR,1032.92,2022-06-02 05:51:41,ACTIVE
ACC0004733,CUST004542,BUSINESS,EUR,312.52,2026-01-09 23:04:17,CLOSED
ACC0004734,CUST001231,SAVINGS,SGD,1935.44,2023-04-13 02:27:03,ACTIVE
ACC0004735,CUST008819,SAVINGS,GBP,1554.85,2022-12-18 17:33:53,SUSPENDED
ACC0004736,CUST003645,SAVINGS,SGD,3461.33,2024-07-08 08:48:39,CLOSED
ACC0004737,CUST003225,BUSINESS,USD,424.51,2024-09-27 20:32:43,CLOSED
ACC0004738,CUST007629,SAVINGS,PKR,1142.31,2022-05-08 09:31:47,SUSPENDED
ACC0004739,CUST008913,CHECKING,EUR,213.15,2022-12-30 04:18:27,CLOSED
ACC0004740,CUST004977,CHECKING,USD,2544.77,2024-11-04 00:50:46,ACTIVE
ACC0004741,CUST001584,CHECKING,EUR,2043.96,2025-01-04 13:54:07,ACTIVE
ACC0004742,CUST008699,CHECKING,EUR,1988.16,2022-03-17 06:20:58,ACTIVE
ACC0004743,CUST001520,CHECKING,GBP,1098.77,2025-10-08 07:18:32,ACTIVE
ACC0004744,CUST009271,BUSINESS,INR,1803.94,2026-03-19 23:24:53,CLOSED
ACC0004745,CUST008472,CHECKING,AED,7519.14,2023-03-13 20:16:13,SUSPENDED
ACC0004746,CUST001787,BUSINESS,SGD,778.9,2025-05-20 05:23:52,ACTIVE
ACC0004747,CUST000699,BUSINESS,INR,1295.14,2022-12-26 22:32:02,SUSPENDED
ACC0004748,CUST006273,CHECKING,USD,297.87,2025-07-20 05:16:27,ACTIVE
ACC0004749,CUST002665,SAVINGS,PKR,386.87,2023-03-23 23:24:56,ACTIVE
ACC0004750,CUST007589,BUSINESS,AED,1233.21,2022-08-09 20:03:27,SUSPENDED
ACC0004751,CUST007131,CHECKING,EUR,4124.58,2023-09-07 10:56:46,CLOSED
ACC0004752,CUST005448,SAVINGS,GBP,806.31,2025-05-04 02:00:39,SUSPENDED
ACC0004753,CUST007758,SAVINGS,INR,826.25,2021-11-02 10:56:48,ACTIVE
ACC0004754,CUST005683,CHECKING,EUR,672.99,2026-05-21 15:58:11,ACTIVE
ACC0004755,CUST003494,BUSINESS,INR,577.26,2024-12-31 17:15:24,ACTIVE
ACC0004756,CUST008230,BUSINESS,EUR,1562.38,2025-04-16 09:22:13,SUSPENDED
ACC0004757,CUST002355,CHECKING,INR,181.87,2021-10-24 11:02:47,CLOSED
ACC0004758,CUST008094,BUSINESS,AUD,5100.67,2023-01-30 14:53:55,ACTIVE
ACC0004759,CUST005154,SAVINGS,SGD,493.49,2022-09-30 16:06:20,ACTIVE
ACC0004760,CUST003043,CHECKING,EUR,2607.86,2026-08-20 12:13:12,CLOSED
ACC0004761,CUST005275,CHECKING,GBP,238.89,2025-01-26 09:57:51,ACTIVE
ACC0004762,CUST001913,CHECKING,PKR,2446.98,2023-08-06 11:41:13,ACTIVE
ACC0004763,CUST008625,BUSINESS,AED,2456.11,2022-04-12 16:51:36,SUSPENDED
ACC0004764,CUST003057,BUSINESS,PKR,1738.96,2025-02-20 14:55:43,ACTIVE
ACC0004765,CUST005426,CHECKING,USD,332.52,2024-09-03 10:02:41,ACTIVE
ACC0004766,CUST004125,SAVINGS,SGD,1479.5,2022-01-21 13:53:22,ACTIVE
ACC0004767,CUST003775,BUSINESS,USD,265.16,2022-08-24 13:14:21,CLOSED
ACC0004768,CUST008639,CHECKING,JPY,809.72,2023-03-09 16:33:50,SUSPENDED
ACC0004769,CUST007729,CHECKING,EUR,3771.76,2023-12-28 00:53:48,ACTIVE
ACC0004770,CUST004293,SAVINGS,EUR,2852.76,2022-02-26 15:44:55,ACTIVE
ACC0004771,CUST007747,SAVINGS,INR,1116.8,2024-03-01 14:53:03,ACTIVE
ACC0004772,CUST006208,BUSINESS,PKR,340.44,2021-09-25 05:59:51,ACTIVE
ACC0004773,CUST008721,CHECKING,EUR,2379.64,2023-06-05 09:48:01,SUSPENDED
ACC0004774,CUST008946,SAVINGS,EUR,1122.44,2024-04-21 03:07:21,ACTIVE
ACC0004775,CUST005259,BUSINESS,AUD,67.74,2022-06-22 06:31:02,CLOSED
ACC0004776,CUST008202,SAVINGS,EUR,2804.99,2025-09-24 18:24:48,ACTIVE
ACC0004777,CUST002120,CHECKING,EUR,1065.2,2025-03-15 06:50:19,CLOSED
ACC0004778,CUST007744,SAVINGS,INR,4642.19,2021-09-07 00:23:25,ACTIVE
ACC0004779,CUST001184,BUSINESS,AUD,294.62,2025-10-20 01:23:37,ACTIVE
ACC0004780,CUST006391,BUSINESS,EUR,24.24,2022-08-15 03:56:04,ACTIVE
ACC0004781,CUST009899,CHECKING,INR,1532.88,2023-05-10 08:13:02,ACTIVE
ACC0004782,CUST006086,BUSINESS,INR,1556.0,2025-11-25 19:51:23,ACTIVE
ACC0004783,CUST006491,CHECKING,AED,144.2,2025-09-16 12:54:54,ACTIVE
ACC0004784,CUST000565,SAVINGS,EUR,338.93,2025-09-25 19:46:37,ACTIVE
ACC0004785,CUST001347,SAVINGS,EUR,29919.37,2023-06-29 07:13:09,ACTIVE
ACC0004786,CUST003603,CHECKING,EUR,759.96,2026-01-26 07:29:58,CLOSED
ACC0004787,CUST001996,CHECKING,EUR,2636.35,2024-11-14 01:04:14,ACTIVE
ACC0004788,CUST001338,SAVINGS,USD,502.31,2024-03-07 06:38:09,ACTIVE
ACC0004789,CUST005825,CHECKING,AED,89.27,2021-11-01 23:01:56,SUSPENDED
ACC0004790,CUST009790,SAVINGS,CAD,893.99,2023-11-16 17:28:59,ACTIVE
ACC0004791,CUST005776,BUSINESS,INR,797.33,2025-08-11 08:02:30,ACTIVE
ACC0004792,CUST005110,SAVINGS,USD,678.68,2021-11-28 15:22:21,ACTIVE
ACC0004793,CUST003499,CHECKING,EUR,955.69,2023-12-17 15:51:12,SUSPENDED
ACC0004794,CUST007846,CHECKING,SGD,1505.86,2022-12-08 23:18:31,ACTIVE
ACC0004795,CUST005938,CHECKING,AED,915.86,2022-01-07 01:22:53,ACTIVE
ACC0004796,CUST003982,SAVINGS,GBP,240.61,2026-04-10 11:06:44,SUSPENDED
ACC0004797,CUST007388,CHECKING,AUD,1965.34,2025-04-03 02:49:40,SUSPENDED
ACC0004798,CUST007081,BUSINESS,EUR,105.72,2025-02-01 11:39:45,ACTIVE
ACC0004799,CUST000467,CHECKING,EUR,93.65,2024-03-05 14:03:57,ACTIVE
ACC0004800,CUST000749,BUSINESS,AED,2662.49,2025-11-06 02:01:04,ACTIVE
ACC0004801,CUST004957,CHECKING,EUR,2015.1,2026-03-02 16:46:46,ACTIVE
ACC0004802,CUST004941,BUSINESS,INR,1023.65,2025-03-17 23:09:35,SUSPENDED
ACC0004803,CUST008132,SAVINGS,EUR,205.5,2023-04-03 07:48:30,CLOSED
ACC0004804,CUST008893,BUSINESS,EUR,468.96,2024-09-28 18:28:57,ACTIVE
ACC0004805,CUST009037,BUSINESS,CAD,800.07,2023-12-06 07:47:33,ACTIVE
ACC0004806,CUST001128,BUSINESS,EUR,161.57,2023-10-08 21:44:30,SUSPENDED
ACC0004807,CUST008577,BUSINESS,EUR,451.77,2021-10-07 01:02:24,ACTIVE
ACC0004808,CUST007802,BUSINESS,GBP,2398.97,2022-04-18 10:28:45,ACTIVE
ACC0004809,CUST000880,BUSINESS,EUR,6080.04,2022-11-30 08:58:46,ACTIVE
ACC0004810,CUST001895,SAVINGS,INR,662.94,2022-10-01 15:48:36,SUSPENDED
ACC0004811,CUST009680,CHECKING,EUR,2718.37,2024-12-11 19:28:20,ACTIVE
ACC0004812,CUST009946,SAVINGS,AED,110.29,2024-03-17 09:49:00,ACTIVE
ACC0004813,CUST007477,SAVINGS,GBP,2419.56,2022-08-26 15:54:45,ACTIVE
ACC0004814,CUST008438,CHECKING,USD,417.91,2024-05-29 07:58:05,ACTIVE
ACC0004815,CUST004727,BUSINESS,USD,1585.75,2023-09-22 13:47:11,ACTIVE
ACC0004816,CUST003452,CHECKING,EUR,814.6,2024-05-26 00:54:52,ACTIVE
ACC0004817,CUST002625,CHECKING,AUD,5348.1,2023-10-15 13:19:59,ACTIVE
ACC0004818,CUST003754,BUSINESS,AUD,384.01,2023-05-03 07:55:02,ACTIVE
ACC0004819,CUST004327,BUSINESS,JPY,2328.84,2022-09-07 15:09:19,ACTIVE
ACC0004820,CUST007193,CHECKING,EUR,784.14,2025-12-09 15:54:34,ACTIVE
ACC0004821,CUST007381,CHECKING,CAD,906.9,2025-08-28 00:42:56,CLOSED
ACC0004822,CUST001928,SAVINGS,PKR,879.52,2021-10-04 05:45:46,CLOSED
ACC0004823,CUST008608,CHECKING,EUR,397.5,2024-08-06 13:53:52,ACTIVE
ACC0004824,CUST009103,SAVINGS,SGD,1078.24,2021-12-28 12:29:29,ACTIVE
ACC0004825,CUST007534,SAVINGS,SGD,1017.21,2026-04-29 01:47:46,CLOSED
ACC0004826,CUST008133,SAVINGS,INR,1464.82,2023-01-11 04:15:24,ACTIVE
ACC0004827,CUST007521,CHECKING,AUD,1213.67,2022-11-23 22:38:26,ACTIVE
ACC0004828,CUST006598,SAVINGS,AED,2857.19,2022-03-16 06:45:02,ACTIVE
ACC0004829,CUST005788,SAVINGS,AED,3321.63,2025-02-08 22:38:25,ACTIVE
ACC0004830,CUST000062,BUSINESS,AUD,310.83,2022-10-30 12:47:42,ACTIVE
ACC0004831,CUST006188,BUSINESS,EUR,3110.46,2024-11-01 20:18:49,ACTIVE
ACC0004832,CUST002656,BUSINESS,SGD,264.12,2023-07-16 04:35:04,ACTIVE
ACC0004833,CUST001969,CHECKING,GBP,2220.37,2023-02-15 14:35:25,CLOSED
ACC0004834,CUST008828,CHECKING,USD,2306.96,2023-03-10 05:59:10,ACTIVE
ACC0004835,CUST009520,CHECKING,EUR,110.66,2023-12-27 01:54:28,SUSPENDED
ACC0004836,CUST006805,BUSINESS,INR,1226.08,2021-09-21 12:46:56,ACTIVE
ACC0004837,CUST007877,BUSINESS,SGD,625.03,2026-01-28 17:39:03,ACTIVE
ACC0004838,CUST007215,CHECKING,EUR,441.19,2024-02-27 00:17:37,ACTIVE
ACC0004839,CUST004284,BUSINESS,JPY,5547.06,2021-10-15 12:17:42,ACTIVE
ACC0004840,CUST009810,CHECKING,GBP,500.49,2025-11-19 15:21:35,ACTIVE
ACC0004841,CUST000182,SAVINGS,EUR,416.69,2024-02-26 17:30:12,CLOSED
ACC0004842,CUST005901,BUSINESS,AED,1200.91,2026-07-14 10:34:24,SUSPENDED
ACC0004843,CUST007060,BUSINESS,PKR,2496.66,2023-05-05 19:09:23,ACTIVE
ACC0004844,CUST000602,SAVINGS,EUR,925.21,2026-03-01 13:46:10,ACTIVE
ACC0004845,CUST006506,CHECKING,INR,4445.49,2023-09-19 08:45:05,ACTIVE
ACC0004846,CUST008898,SAVINGS,EUR,2073.87,2023-11-26 18:21:32,ACTIVE
ACC0004847,CUST001549,CHECKING,USD,80.33,2022-04-30 22:04:07,ACTIVE
ACC0004848,CUST004135,BUSINESS,JPY,580.94,2025-02-10 05:31:46,ACTIVE
ACC0004849,CUST003369,SAVINGS,AED,558.8,2022-11-03 14:49:08,SUSPENDED
ACC0004850,CUST004541,BUSINESS,INR,1949.31,2023-09-17 16:25:00,SUSPENDED
ACC0004851,CUST001501,CHECKING,JPY,47.0,2022-11-20 13:09:36,SUSPENDED
ACC0004852,CUST005068,SAVINGS,PKR,23360.73,2024-05-16 19:03:38,ACTIVE
ACC0004853,CUST001607,CHECKING,CAD,2073.99,2022-10-12 03:47:34,ACTIVE
ACC0004854,CUST002971,CHECKING,INR,1311.14,2025-12-26 13:41:43,ACTIVE
ACC0004855,CUST006371,BUSINESS,INR,4527.3,2025-11-24 22:37:07,ACTIVE
ACC0004856,CUST007663,BUSINESS,CAD,18258.48,2023-12-31 21:13:08,CLOSED
ACC0004857,CUST001448,SAVINGS,AUD,3117.84,2024-04-09 02:54:28,CLOSED
ACC0004858,CUST000311,SAVINGS,AED,3424.04,2021-11-13 07:59:24,SUSPENDED
ACC0004859,CUST003695,SAVINGS,EUR,1282.84,2022-11-04 02:23:27,ACTIVE
ACC0004860,CUST008668,CHECKING,USD,925.35,2026-06-29 14:18:21,ACTIVE
ACC0004861,CUST006731,BUSINESS,EUR,619.58,2022-08-09 10:41:54,ACTIVE
ACC0004862,CUST009493,SAVINGS,EUR,406.94,2023-04-28 12:23:18,ACTIVE
ACC0004863,CUST009052,BUSINESS,EUR,480.86,2023-06-11 05:00:22,CLOSED
ACC0004864,CUST006100,BUSINESS,SGD,216.88,2022-10-22 00:05:19,ACTIVE
ACC0004865,CUST002735,CHECKING,JPY,1001.2,2022-12-10 05:52:02,SUSPENDED
ACC0004866,CUST004043,SAVINGS,SGD,145.24,2025-09-20 05:57:12,SUSPENDED
ACC0004867,CUST003234,CHECKING,JPY,1378.98,2025-03-31 14:57:00,ACTIVE
ACC0004868,CUST006720,CHECKING,AED,1049.85,2021-10-28 01:16:35,CLOSED
ACC0004869,CUST006454,SAVINGS,EUR,1308.09,2023-05-30 14:03:59,SUSPENDED
ACC0004870,CUST008136,CHECKING,JPY,586.07,2026-08-20 23:21:50,ACTIVE
ACC0004871,CUST006550,SAVINGS,GBP,44012.65,2023-03-08 14:06:40,ACTIVE
ACC0004872,CUST008515,SAVINGS,PKR,5609.06,2022-09-12 01:49:16,ACTIVE
ACC0004873,CUST007998,SAVINGS,CAD,246.3,2026-06-08 17:20:31,SUSPENDED
ACC0004874,CUST003435,SAVINGS,EUR,1450.18,2022-07-12 20:52:28,SUSPENDED
ACC0004875,CUST006966,CHECKING,EUR,528.68,2025-02-21 16:08:47,ACTIVE
ACC0004876,CUST005057,CHECKING,USD,324.61,2024-06-05 22:46:22,ACTIVE
ACC0004877,CUST004209,BUSINESS,INR,219.62,2025-11-27 11:58:59,ACTIVE
ACC0004878,CUST009582,SAVINGS,EUR,1842.1,2021-12-20 23:32:46,ACTIVE
ACC0004879,CUST009100,CHECKING,SGD,484.13,2024-12-14 10:24:01,SUSPENDED
ACC0004880,CUST008920,SAVINGS,EUR,3503.06,2023-11-05 00:17:06,ACTIVE
ACC0004881,CUST007084,SAVINGS,EUR,3613.89,2023-06-19 06:39:35,ACTIVE
ACC0004882,CUST003146,CHECKING,EUR,5702.71,2026-01-02 00:33:31,SUSPENDED
ACC0004883,CUST009944,CHECKING,PKR,394.31,2024-10-22 02:58:08,CLOSED
ACC0004884,CUST008029,SAVINGS,AUD,1939.99,2024-06-20 22:03:07,ACTIVE
ACC0004885,CUST005953,CHECKING,EUR,2342.43,2022-03-09 09:31:00,ACTIVE
ACC0004886,CUST001540,CHECKING,AED,620.79,2022-10-30 18:58:15,ACTIVE
ACC0004887,CUST003670,BUSINESS,EUR,434.36,2026-08-07 06:42:26,ACTIVE
ACC0004888,CUST005478,SAVINGS,EUR,7566.04,2025-12-17 18:38:30,SUSPENDED
ACC0004889,CUST000004,SAVINGS,JPY,1440.86,2025-04-04 15:31:01,ACTIVE
ACC0004890,CUST003006,BUSINESS,EUR,2352.33,2025-01-30 04:22:16,ACTIVE
ACC0004891,CUST006762,SAVINGS,EUR,408.92,2023-08-28 19:01:41,ACTIVE
ACC0004892,CUST002561,CHECKING,EUR,253.88,2022-08-10 00:34:44,ACTIVE
ACC0004893,CUST009586,BUSINESS,EUR,553.72,2026-01-17 05:14:15,ACTIVE
ACC0004894,CUST001426,CHECKING,EUR,944.99,2021-11-27 06:48:02,CLOSED
ACC0004895,CUST008595,SAVINGS,SGD,305.8,2024-05-24 20:40:54,ACTIVE
ACC0004896,CUST006300,SAVINGS,GBP,1083.75,2025-12-22 07:12:54,ACTIVE
ACC0004897,CUST009923,CHECKING,EUR,144.57,2023-09-24 19:07:04,ACTIVE
ACC0004898,CUST009877,BUSINESS,GBP,285.99,2021-09-20 14:24:14,ACTIVE
ACC0004899,CUST005614,SAVINGS,EUR,2453.06,2025-06-28 03:30:23,ACTIVE
ACC0004900,CUST008689,BUSINESS,JPY,2263.23,2024-12-21 05:26:49,ACTIVE
ACC0004901,CUST006250,SAVINGS,EUR,685.23,2026-08-15 14:34:53,SUSPENDED
ACC0004902,CUST009377,SAVINGS,EUR,323.33,2021-11-23 09:25:53,ACTIVE
ACC0004903,CUST003788,SAVINGS,EUR,319.61,2024-03-02 16:59:34,ACTIVE
ACC0004904,CUST002974,CHECKING,EUR,700.7,2024-11-04 13:55:15,SUSPENDED
ACC0004905,CUST006462,CHECKING,AUD,2376.59,2023-05-09 05:19:25,ACTIVE
ACC0004906,CUST002970,CHECKING,EUR,3340.56,2024-05-03 06:51:33,ACTIVE
ACC0004907,CUST002969,SAVINGS,EUR,604.36,2021-11-05 04:06:41,ACTIVE
ACC0004908,CUST003666,BUSINESS,AED,274.74,2025-11-19 12:30:05,ACTIVE
ACC0004909,CUST000937,SAVINGS,EUR,1512.34,2025-09-05 11:08:56,SUSPENDED
ACC0004910,CUST006340,BUSINESS,EUR,408.2,2023-08-18 04:19:03,SUSPENDED
ACC0004911,CUST007190,CHECKING,INR,588.81,2022-07-31 01:25:16,ACTIVE
ACC0004912,CUST005949,BUSINESS,USD,5379.4,2026-04-22 15:07:35,ACTIVE
ACC0004913,CUST001697,BUSINESS,JPY,2958.8,2026-03-18 21:28:22,CLOSED
ACC0004914,CUST005965,SAVINGS,GBP,1325.53,2024-07-10 04:23:18,CLOSED
ACC0004915,CUST007274,BUSINESS,EUR,238.34,2023-08-28 11:06:49,ACTIVE
ACC0004916,CUST002572,SAVINGS,AUD,1413.29,2025-08-18 03:28:57,ACTIVE
ACC0004917,CUST000117,CHECKING,CAD,3925.26,2025-07-22 19:30:49,ACTIVE
ACC0004918,CUST005500,SAVINGS,AED,698.71,2024-09-22 11:43:41,CLOSED
ACC0004919,CUST001571,SAVINGS,SGD,5548.8,2023-09-09 23:12:20,CLOSED
ACC0004920,CUST008178,CHECKING,INR,5173.45,2023-07-03 23:12:55,CLOSED
ACC0004921,CUST002997,BUSINESS,SGD,8074.61,2024-08-21 01:39:21,ACTIVE
ACC0004922,CUST000076,BUSINESS,SGD,1581.76,2023-11-04 09:31:10,ACTIVE
ACC0004923,CUST008323,SAVINGS,EUR,2219.13,2022-01-10 19:12:40,ACTIVE
ACC0004924,CUST008330,BUSINESS,PKR,5985.08,2026-07-01 13:07:42,CLOSED
ACC0004925,CUST008783,BUSINESS,EUR,1875.95,2024-04-30 11:12:49,CLOSED
ACC0004926,CUST009017,SAVINGS,JPY,600.95,2023-09-22 14:22:48,ACTIVE
ACC0004927,CUST000573,BUSINESS,USD,640.18,2023-04-17 20:48:08,ACTIVE
ACC0004928,CUST009912,SAVINGS,EUR,1460.11,2023-02-03 08:19:35,ACTIVE
ACC0004929,CUST005682,BUSINESS,USD,233.07,2023-11-29 08:04:25,ACTIVE
ACC0004930,CUST007846,BUSINESS,SGD,923.42,2023-10-04 04:36:00,ACTIVE
ACC0004931,CUST003483,BUSINESS,AED,4088.19,2023-04-29 21:04:20,ACTIVE
ACC0004932,CUST006730,SAVINGS,INR,79.08,2024-06-07 17:31:13,ACTIVE
ACC0004933,CUST008130,CHECKING,EUR,6914.52,2021-10-23 20:51:30,ACTIVE
ACC0004934,CUST006270,CHECKING,GBP,4216.87,2024-12-29 04:39:26,ACTIVE
ACC0004935,CUST008029,SAVINGS,AUD,631.62,2026-07-19 14:55:42,ACTIVE
ACC0004936,CUST006952,SAVINGS,AED,2105.0,2026-02-15 06:40:56,SUSPENDED
ACC0004937,CUST006451,SAVINGS,AED,1100.78,2024-02-13 04:07:42,CLOSED
ACC0004938,CUST005486,BUSINESS,SGD,4798.16,2024-03-26 21:21:46,ACTIVE
ACC0004939,CUST006345,SAVINGS,SGD,3566.07,2023-09-20 04:29:25,SUSPENDED
ACC0004940,CUST004249,BUSINESS,EUR,204.37,2023-07-04 00:47:12,CLOSED
ACC0004941,CUST004344,SAVINGS,EUR,2218.78,2026-01-19 09:22:43,CLOSED
ACC0004942,CUST001283,SAVINGS,GBP,856.84,2021-10-26 18:33:00,ACTIVE
ACC0004943,CUST003910,SAVINGS,USD,1211.24,2023-01-06 13:16:32,ACTIVE
ACC0004944,CUST004141,SAVINGS,AED,457.69,2024-05-27 21:39:49,CLOSED
ACC0004945,CUST000592,BUSINESS,AUD,8935.3,2023-11-29 04:43:08,CLOSED
ACC0004946,CUST002126,SAVINGS,EUR,3820.26,2025-11-22 19:43:31,ACTIVE
ACC0004947,CUST005973,CHECKING,EUR,451.36,2022-05-30 07:16:16,ACTIVE
ACC0004948,CUST008113,CHECKING,SGD,221.07,2023-02-23 09:05:11,SUSPENDED
ACC0004949,CUST000092,BUSINESS,JPY,690.35,2025-09-04 01:54:10,CLOSED
ACC0004950,CUST004472,BUSINESS,SGD,1847.16,2026-04-10 15:25:10,CLOSED
ACC0004951,CUST008589,BUSINESS,PKR,1463.0,2021-09-09 07:43:28,ACTIVE
ACC0004952,CUST005159,CHECKING,EUR,4933.28,2024-12-30 12:16:22,CLOSED
ACC0004953,CUST004239,SAVINGS,EUR,2829.64,2024-11-10 20:03:07,ACTIVE
ACC0004954,CUST003884,SAVINGS,JPY,3510.39,2023-10-14 16:02:45,ACTIVE
ACC0004955,CUST004582,BUSINESS,EUR,1623.32,2024-04-12 06:57:58,ACTIVE
ACC0004956,CUST007898,BUSINESS,EUR,207.03,2026-05-06 03:37:12,ACTIVE
ACC0004957,CUST006138,CHECKING,PKR,867.11,2024-10-02 07:38:45,SUSPENDED
ACC0004958,CUST003538,CHECKING,GBP,3913.19,2025-02-08 22:04:29,CLOSED
ACC0004959,CUST008744,SAVINGS,AED,1030.88,2025-10-03 10:38:04,ACTIVE
ACC0004960,CUST009509,CHECKING,GBP,2005.62,2026-04-20 20:55:11,ACTIVE
ACC0004961,CUST009948,CHECKING,GBP,748.07,2024-11-08 06:20:40,ACTIVE
ACC0004962,CUST006670,BUSINESS,EUR,318.69,2026-01-12 01:16:56,ACTIVE
ACC0004963,CUST004964,BUSINESS,EUR,945.76,2023-02-06 16:14:22,SUSPENDED
ACC0004964,CUST000703,BUSINESS,AUD,1588.99,2025-01-13 19:49:33,ACTIVE
ACC0004965,CUST000479,SAVINGS,PKR,499.28,2025-11-26 18:19:50,ACTIVE
ACC0004966,CUST007514,CHECKING,AED,826.46,2024-09-06 17:02:35,ACTIVE
ACC0004967,CUST004503,CHECKING,EUR,355.19,2024-05-03 06:46:46,ACTIVE
ACC0004968,CUST000022,BUSINESS,EUR,4201.07,2022-08-02 16:23:02,ACTIVE
ACC0004969,CUST003579,CHECKING,GBP,770.2,2022-11-26 12:37:59,CLOSED
ACC0004970,CUST004220,CHECKING,PKR,6268.59,2025-09-25 12:16:39,ACTIVE
ACC0004971,CUST001694,CHECKING,CAD,6867.1,2022-02-05 11:55:46,CLOSED
ACC0004972,CUST002313,SAVINGS,INR,995.0,2022-06-17 14:15:05,ACTIVE
ACC0004973,CUST008463,CHECKING,EUR,326.97,2022-07-11 23:01:40,SUSPENDED
ACC0004974,CUST007405,BUSINESS,JPY,89.74,2026-02-19 04:50:24,SUSPENDED
ACC0004975,CUST007076,CHECKING,EUR,187.46,2023-05-20 13:59:43,ACTIVE
ACC0004976,CUST004774,SAVINGS,AUD,210.9,2025-03-25 16:49:37,ACTIVE
ACC0004977,CUST004607,BUSINESS,GBP,5733.97,2022-02-15 09:53:02,ACTIVE
ACC0004978,CUST004366,BUSINESS,EUR,1260.15,2025-01-04 23:45:44,ACTIVE
ACC0004979,CUST007076,BUSINESS,EUR,1750.27,2023-07-29 19:15:32,ACTIVE
ACC0004980,CUST004058,CHECKING,AUD,76.36,2025-11-15 23:22:57,ACTIVE
ACC0004981,CUST007958,CHECKING,AUD,260.46,2021-10-01 18:14:03,SUSPENDED
ACC0004982,CUST007775,SAVINGS,USD,3179.55,2024-05-17 04:36:13,ACTIVE
ACC0004983,CUST005500,BUSINESS,AED,1547.09,2024-07-06 21:44:24,ACTIVE
ACC0004984,CUST000880,BUSINESS,EUR,919.06,2024-04-07 19:27:27,SUSPENDED
ACC0004985,CUST004648,CHECKING,CAD,2159.89,2024-09-08 08:48:12,ACTIVE
ACC0004986,CUST001455,CHECKING,AED,7808.42,2025-02-17 20:42:44,ACTIVE
ACC0004987,CUST008016,SAVINGS,EUR,841.13,2024-07-06 20:55:19,ACTIVE
ACC0004988,CUST007913,BUSINESS,EUR,1191.83,2022-07-14 08:27:28,ACTIVE
ACC0004989,CUST009771,SAVINGS,AUD,1381.76,2024-06-29 02:59:05,ACTIVE
ACC0004990,CUST006419,SAVINGS,EUR,19351.62,2023-12-21 08:56:37,SUSPENDED
ACC0004991,CUST004299,BUSINESS,EUR,88.3,2022-05-29 19:53:29,ACTIVE
ACC0004992,CUST007796,BUSINESS,JPY,2489.58,2024-01-07 02:06:51,CLOSED
ACC0004993,CUST007690,CHECKING,EUR,955.5,2023-02-23 00:28:33,SUSPENDED
ACC0004994,CUST003217,CHECKING,CAD,2164.89,2023-07-11 23:19:16,ACTIVE
ACC0004995,CUST006998,CHECKING,INR,498.28,2026-03-24 06:59:04,ACTIVE
ACC0004996,CUST004123,CHECKING,USD,1034.05,2025-03-16 08:14:37,ACTIVE
ACC0004997,CUST007327,BUSINESS,SGD,2575.23,2022-04-18 13:15:26,ACTIVE
ACC0004998,CUST004417,BUSINESS,EUR,45958.41,2024-04-01 23:46:34,ACTIVE
ACC0004999,CUST008653,BUSINESS,EUR,2891.83,2024-04-30 06:55:39,ACTIVE
ACC0005000,CUST005594,CHECKING,CAD,396.36,2021-10-31 03:05:07,ACTIVE
ACC0005001,CUST003006,SAVINGS,EUR,659.5,2024-03-29 17:59:32,ACTIVE
ACC0005002,CUST003043,SAVINGS,EUR,636.45,2022-09-17 16:23:33,ACTIVE
ACC0005003,CUST006611,BUSINESS,INR,127.13,2023-07-24 18:18:17,ACTIVE
ACC0005004,CUST005475,SAVINGS,EUR,737.96,2026-05-15 19:40:07,ACTIVE
ACC0005005,CUST000991,SAVINGS,EUR,2642.27,2023-02-05 01:02:41,ACTIVE
ACC0005006,CUST008877,BUSINESS,AUD,237.68,2022-12-21 08:24:00,ACTIVE
ACC0005007,CUST002621,BUSINESS,USD,3859.06,2024-09-01 07:35:06,ACTIVE
ACC0005008,CUST003919,BUSINESS,JPY,1969.1,2026-01-10 14:40:52,ACTIVE
ACC0005009,CUST001555,CHECKING,INR,454.37,2022-03-13 05:06:43,SUSPENDED
ACC0005010,CUST001799,CHECKING,EUR,925.34,2023-12-03 20:03:34,ACTIVE
ACC0005011,CUST008061,SAVINGS,JPY,7465.04,2021-12-08 04:24:37,ACTIVE
ACC0005012,CUST005963,BUSINESS,USD,2644.55,2022-05-15 18:45:26,CLOSED
ACC0005013,CUST009638,BUSINESS,USD,1108.25,2021-09-22 23:51:02,ACTIVE
ACC0005014,CUST001679,BUSINESS,EUR,824.5,2022-07-30 08:21:44,CLOSED
ACC0005015,CUST003394,CHECKING,USD,1202.23,2022-09-06 13:27:49,ACTIVE
ACC0005016,CUST006738,BUSINESS,PKR,593.41,2026-07-23 12:10:45,ACTIVE
ACC0005017,CUST000148,SAVINGS,JPY,87.73,2021-11-10 16:56:30,CLOSED
ACC0005018,CUST008275,CHECKING,AED,12715.96,2024-07-30 04:39:03,ACTIVE
ACC0005019,CUST009483,CHECKING,EUR,1321.32,2021-12-11 09:33:30,ACTIVE
ACC0005020,CUST006627,BUSINESS,JPY,1768.3,2024-03-23 00:31:22,ACTIVE
ACC0005021,CUST001952,CHECKING,USD,1023.02,2024-04-08 07:44:10,ACTIVE
