merchant_id,merchant_name,merchant_category,country,risk_category
MER00868,Smith Ltd,E_COMMERCE,FR,MEDIUM
MER00869,Aguilar Inc,E_COMMERCE,SG,LOW
MER00870,Chandler Ltd,GROCERY,CA,MEDIUM
MER00871,Johnson PLC,FINANCIAL_SERVICES,SG,HIGH
MER00872,Delgado-Sanchez,GROCERY,AE,HIGH
MER00873,Long-Smith,FASHION,IT,LOW
MER00874,Smith Inc,TRAVEL,ES,HIGH
MER00875,Burch PLC,FINANCIAL_SERVICES,BE,LOW
MER00876,"Gonzalez, Gross and Marsh",ELECTRONICS,CA,LOW
MER00877,Thompson LLC,UTILITIES,ES,HIGH
MER00878,Castro LLC,FASHION,DE,LOW
MER00879,Mcgee Inc,RESTAURANT,GB,LOW
MER00880,Harrington PLC,GROCERY,SG,MEDIUM
MER00881,Logan LLC,TRAVEL,SG,MEDIUM
MER00882,Tran and Sons,HEALTHCARE,CA,LOW
MER00883,Stone and Sons,GAMING,JP,LOW
MER00884,"Navarro, Flores and Warner",ENTERTAINMENT,CA,HIGH
MER00885,"Huerta, Hoffman and Fisher",ENTERTAINMENT,BE,LOW
MER00886,"Hughes, Gonzalez and Brown",TRAVEL,PK,LOW
MER00887,Davenport LLC,HEALTHCARE,FR,HIGH
MER00888,"Stone, Mills and Clements",ELECTRONICS,NL,HIGH
MER00889,Brown Inc,HEALTHCARE,AE,HIGH
MER00890,Ramirez Group,HEALTHCARE,US,LOW
MER00891,"Harris, Montes and Page",GAMING,DE,LOW
MER00892,Schneider Inc,FASHION,PK,HIGH
MER00893,Barnes-Moore,ELECTRONICS,IN,LOW
MER00894,"Owen, Gates and Yang",TRAVEL,CA,LOW
MER00895,Webb-Ball,TRAVEL,GB,LOW
MER00896,"Garcia, Flores and Elliott",E_COMMERCE,AE,LOW
MER00897,"Meyer, Parks and Powell",TRAVEL,IT,HIGH
MER00898,"Bailey, Meza and Bell",TRAVEL,GB,LOW
MER00899,Forbes-Johnson,HEALTHCARE,BE,HIGH
MER00900,"Hernandez, Webb and Smith",HEALTHCARE,BE,HIGH
MER00901,Thomas PLC,FASHION,CA,MEDIUM
MER00902,Bowman-Mcdonald,GROCERY,IN,MEDIUM
MER00903,Adams-Adams,E_COMMERCE,FR,LOW
MER00904,"Rojas, Turner and Vasquez",HEALTHCARE,FR,HIGH
MER00905,Miller-Hernandez,FASHION,GB,MEDIUM
MER00906,Mckenzie Group,FASHION,FR,MEDIUM
MER00907,"Hammond, Hernandez and Wilson",GAMING,JP,LOW
MER00908,"Young, Taylor and Gardner",TRANSPORT,FR,LOW
MER00909,Abbott Group,E_COMMERCE,SG,MEDIUM
MER00910,Becker PLC,GROCERY,DE,MEDIUM
MER00911,"Anderson, Woods and Jordan",UTILITIES,CA,MEDIUM
MER00912,Parsons-Sloan,ELECTRONICS,BE,HIGH
MER00913,"Cruz, Foster and Thomas",E_COMMERCE,IT,MEDIUM
MER00914,"Miller, Gibbs and Robinson",ENTERTAINMENT,AE,MEDIUM
MER00915,Blackburn-Waller,RESTAURANT,NL,HIGH
MER00916,Shaw Inc,ENTERTAINMENT,SG,LOW
MER00917,Barker-Mills,GAMING,ES,LOW
MER00918,Martin PLC,GAMING,FR,LOW
MER00919,"Gonzalez, Yang and Burgess",UTILITIES,IT,MEDIUM
MER00920,Baker-Phillips,ENTERTAINMENT,CA,MEDIUM
MER00921,Martinez-Martinez,TRAVEL,IN,LOW
MER00922,Smith-Sanchez,FASHION,AU,LOW
MER00923,Lopez-Duffy,GROCERY,FR,LOW
MER00924,"Cameron, Robertson and Allen",GAMING,CA,HIGH
MER00925,Francis-Wade,GROCERY,ES,MEDIUM
MER00926,Miller PLC,RESTAURANT,US,MEDIUM
MER00927,"Frank, Alvarez and Smith",TRAVEL,JP,MEDIUM
MER00928,Soto-Warner,TRANSPORT,PK,LOW
MER00929,Martin-Wood,TRAVEL,AU,HIGH
MER00930,Robinson LLC,UTILITIES,JP,HIGH
MER00931,Pham-Zimmerman,E_COMMERCE,JP,MEDIUM
MER00932,Jackson Inc,UTILITIES,DE,LOW
MER00933,Williamson LLC,UTILITIES,CA,MEDIUM
MER00934,Johnson-Wiggins,TRAVEL,AE,MEDIUM
MER00935,Simpson and Sons,RESTAURANT,IN,MEDIUM
MER00936,"Strong, Mosley and Reyes",HEALTHCARE,CA,MEDIUM
MER00937,"Branch, Reeves and Garza",RESTAURANT,ES,MEDIUM
MER00938,Bullock Ltd,GROCERY,BE,LOW
MER00939,Benson Ltd,TRANSPORT,IN,LOW
MER00940,"Williams, Chen and Hernandez",FINANCIAL_SERVICES,US,LOW
MER00941,Mosley-Brooks,FASHION,US,HIGH
MER00942,Murray-Jackson,RESTAURANT,FR,MEDIUM
MER00943,"Berg, Williams and Graham",TRANSPORT,FR,MEDIUM
MER00944,Donovan-Travis,HEALTHCARE,SG,HIGH
MER00945,Hernandez Inc,ELECTRONICS,IN,HIGH
MER00946,Andersen Group,E_COMMERCE,ES,MEDIUM
MER00947,Young-Singh,ENTERTAINMENT,ES,MEDIUM
MER00948,Bullock-Matthews,RESTAURANT,AE,LOW
MER00949,"Dean, Palmer and Ho",GAMING,ES,MEDIUM
MER00950,"Dominguez, Phillips and Rasmussen",TRAVEL,AU,LOW
MER00951,Martinez-Price,RESTAURANT,CA,MEDIUM
MER00952,Johnson PLC,FASHION,IN,LOW
MER00953,Wagner-Robinson,FINANCIAL_SERVICES,AE,LOW
MER00954,Warren and Sons,HEALTHCARE,US,LOW
MER00955,Brown Group,TRAVEL,DE,LOW
MER00956,Hancock-Reynolds,UTILITIES,IN,MEDIUM
MER00957,Christensen-May,ENTERTAINMENT,PK,MEDIUM
MER00958,Clark Ltd,RESTAURANT,IT,LOW
MER00959,Foster-Miller,E_COMMERCE,BE,HIGH
MER00960,"Griffith, Bryan and Anthony",FINANCIAL_SERVICES,AE,MEDIUM
MER00961,Hickman-Flores,FASHION,JP,LOW
MER00962,Santos-Williams,ELECTRONICS,AE,LOW
MER00963,Hunter-Gray,TRAVEL,AU,MEDIUM
MER00964,Wheeler Group,GAMING,GB,LOW
MER00965,"Gould, Chandler and Mcclure",RESTAURANT,DE,MEDIUM
MER00966,Webb Group,E_COMMERCE,PK,LOW
MER00967,Clark-Myers,FASHION,GB,HIGH
MER00968,Perez PLC,ELECTRONICS,AE,LOW
MER00969,"Adams, Carrillo and Werner",TRAVEL,GB,MEDIUM
MER00970,"Hayden, Shea and Duncan",HEALTHCARE,DE,LOW
MER00971,Herrera-Smith,RESTAURANT,US,LOW
MER00972,"Hill, Shannon and Wood",TRANSPORT,NL,HIGH
MER00973,"Barnes, Robinson and Simmons",FASHION,IT,LOW
MER00974,Preston Ltd,RESTAURANT,CA,HIGH
MER00975,"Johnson, Morgan and Morris",ENTERTAINMENT,IT,LOW
MER00976,Mckay-Miller,ELECTRONICS,IT,LOW
MER00977,"Mitchell, Powell and Hernandez",TRAVEL,IT,LOW
MER00978,"Reed, Howe and Keller",GROCERY,GB,HIGH
MER00979,Collins-Sexton,ENTERTAINMENT,US,MEDIUM
MER00980,"Hernandez, Harris and Cox",GAMING,GB,MEDIUM
MER00981,Wiley-Nielsen,ELECTRONICS,US,MEDIUM
MER00982,"Sellers, Ferrell and White",GAMING,NL,HIGH
MER00983,Walsh-Bryan,FASHION,NL,HIGH
MER00984,Singh LLC,ENTERTAINMENT,BE,HIGH
MER00985,"Parrish, Simmons and Reeves",TRANSPORT,NL,LOW
MER00986,Nelson-Murray,TRANSPORT,DE,MEDIUM
MER00987,"Flynn, Oliver and Harrington",UTILITIES,IT,MEDIUM
MER00988,"Hall, Cruz and French",E_COMMERCE,JP,LOW
MER00989,"Harris, Sherman and Odom",E_COMMERCE,AE,LOW
MER00990,"Taylor, Wolf and Jones",ELECTRONICS,PK,MEDIUM
MER00991,Payne Inc,HEALTHCARE,CA,MEDIUM
MER00992,Stone-Watson,GROCERY,NL,LOW
MER00993,Garcia-Hoffman,TRAVEL,FR,LOW
MER00994,"Richards, Wright and Hopkins",RESTAURANT,BE,LOW
MER00995,Johnson-Thornton,GAMING,NL,MEDIUM
MER00996,"Farrell, Mcdowell and Castro",GROCERY,BE,MEDIUM
MER00997,Harrison-Garza,GAMING,SG,MEDIUM
MER00998,Valdez and Sons,FINANCIAL_SERVICES,BE,MEDIUM
MER00999,"Tanner, Patel and Harris",UTILITIES,AU,MEDIUM
MER01000,Sims Ltd,FINANCIAL_SERVICES,SG,LOW
