transaction_id,account_id,merchant_id,transaction_timestamp,transaction_type,amount,currency,payment_method,country,status
TX000037230,ACC0009806,MER00678,2025-11-05 06:14:11,TRANSFER,21.52,EUR,DIRECT_DEBIT,FR,COMPLETED
TX000037231,ACC0003497,MER00241,2025-08-05 18:04:50,REFUND,28.87,USD,DIGITAL_WALLET,US,FAILED
TX000037232,ACC0001815,MER00931,2025-09-30 12:43:26,PURCHASE,42.77,PKR,CASH,PK,COMPLETED
TX000037233,ACC0006723,MER00801,2026-03-13 14:16:09,PURCHASE,29.24,USD,CASH,US,PENDING
TX000037234,ACC0002911,MER00339,2026-03-29 18:07:35,PURCHASE,28.09,JPY,DIGITAL_WALLET,JP,FAILED
TX000037235,ACC0001436,MER00396,2026-05-06 18:26:23,REFUND,7.24,AUD,CASH,AU,COMPLETED
TX000037236,ACC0002427,MER00094,2025-08-11 04:15:07,PURCHASE,80.35,SGD,CARD,SG,COMPLETED
TX000037237,ACC0002766,MER00112,2026-06-13 23:21:05,REFUND,7.18,AED,DIRECT_DEBIT,AE,COMPLETED
TX000037238,ACC0008185,MER00238,2026-03-12 22:36:30,PURCHASE,136.22,USD,CARD,US,COMPLETED
TX000037239,ACC0003649,MER00534,2026-02-14 17:29:41,REFUND,29.84,AUD,CARD,AU,COMPLETED
TX000037240,ACC0007080,MER00766,2025-10-28 09:10:25,PURCHASE,82.74,EUR,DIGITAL_WALLET,FR,COMPLETED
TX000037241,ACC0003124,MER00939,2026-07-15 22:45:57,PURCHASE,3.0,CAD,BANK_TRANSFER,CA,COMPLETED
TX000037242,ACC0005013,MER00496,2026-06-15 17:06:50,PURCHASE,31.89,USD,DIRECT_DEBIT,US,FAILED
TX000037243,ACC0007901,MER00422,2026-02-27 03:03:54,PAYMENT,32.69,EUR,CARD,FR,PENDING
TX000037244,ACC0005148,MER00010,2026-05-22 19:01:41,PAYMENT,13.82,SGD,CARD,SG,FAILED
TX000037245,ACC0004338,MER00781,2026-01-16 00:02:43,WITHDRAWAL,77.62,EUR,CASH,FR,COMPLETED
TX000037246,ACC0007064,MER00170,2025-10-12 11:50:50,WITHDRAWAL,17.91,EUR,CASH,FR,FAILED
TX000037247,ACC0006243,MER00622,2025-08-14 08:40:37,REFUND,13.89,CAD,CARD,CA,COMPLETED
TX000037248,ACC0011038,MER00578,2026-04-05 21:02:53,PURCHASE,23.19,CAD,DIGITAL_WALLET,CA,COMPLETED
TX000037249,ACC0002194,MER00521,2026-01-05 00:23:26,PURCHASE,85.24,INR,DIRECT_DEBIT,IN,COMPLETED
TX000037250,ACC0010821,MER00326,2026-06-06 03:06:36,PURCHASE,43.33,PKR,CARD,PK,REVERSED
TX000037251,ACC0002869,MER00178,2026-08-08 05:02:33,PURCHASE,48.71,USD,CARD,US,COMPLETED
TX000037252,ACC0006785,MER00642,2025-11-16 02:11:48,PURCHASE,70.02,EUR,DIRECT_DEBIT,FR,COMPLETED
TX000037253,ACC0002977,MER00070,2025-09-16 19:51:00,PURCHASE,26.78,EUR,CASH,FR,FAILED
TX000037254,ACC0002274,MER00149,2025-12-15 14:21:11,REFUND,92.28,CAD,CARD,CA,COMPLETED
TX000037255,ACC0004714,MER00104,2026-07-06 04:18:25,REFUND,48.04,EUR,DIRECT_DEBIT,FR,REVERSED
TX000037256,ACC0011258,MER00610,2026-04-07 15:08:12,REFUND,75.62,EUR,CARD,FR,COMPLETED
TX000037257,ACC0003473,MER00119,2026-06-11 23:23:09,PURCHASE,15.34,EUR,DIGITAL_WALLET,FR,REVERSED
TX000037258,ACC0001317,MER00073,2025-09-12 08:03:17,PAYMENT,36.43,EUR,BANK_TRANSFER,FR,REVERSED
TX000037259,ACC0003979,MER00693,2025-12-16 17:04:58,REFUND,84.6,EUR,CARD,FR,FAILED
TX000037260,ACC0002379,MER00381,2026-01-21 20:36:06,REFUND,201.83,EUR,CARD,FR,FAILED
TX000037261,ACC0009273,MER00740,2026-02-22 12:07:55,TRANSFER,93.72,JPY,DIGITAL_WALLET,JP,REVERSED
TX000037262,ACC0011985,MER00018,2025-10-16 13:12:50,REFUND,98.12,SGD,CASH,SG,COMPLETED
TX000037263,ACC0006422,MER00179,2026-01-01 19:07:15,PURCHASE,7.09,USD,CARD,US,COMPLETED
TX000037264,ACC0008961,MER00196,2026-02-24 21:25:16,REFUND,24.69,AUD,DIRECT_DEBIT,AU,COMPLETED
TX000037265,ACC0009986,MER00699,2026-04-03 16:43:53,WITHDRAWAL,61.25,EUR,BANK_TRANSFER,FR,FAILED
TX000037266,ACC0008090,MER00450,2025-11-03 06:42:35,TRANSFER,8.54,EUR,CARD,FR,COMPLETED
TX000037267,ACC0000050,MER00258,2026-03-09 22:42:28,PAYMENT,51.36,AED,DIGITAL_WALLET,AE,COMPLETED
TX000037268,ACC0009513,MER00898,2025-12-29 01:08:16,PURCHASE,23.08,INR,CASH,IN,COMPLETED
TX000037269,ACC0008414,MER00817,2025-12-30 16:01:14,PURCHASE,24.35,AED,CARD,AE,PENDING
TX000037270,ACC0000861,MER00346,2025-12-21 00:12:05,TRANSFER,35.57,SGD,DIGITAL_WALLET,SG,COMPLETED
TX000037271,ACC0003929,MER00949,2025-09-12 03:57:32,PURCHASE,48.82,CAD,BANK_TRANSFER,CA,COMPLETED
TX000037272,ACC0011352,MER00356,2026-03-04 14:32:42,PURCHASE,73.97,CAD,DIGITAL_WALLET,CA,COMPLETED
TX000037273,ACC0004871,MER00152,2026-02-02 22:42:14,REFUND,10.12,GBP,CARD,GB,COMPLETED
TX000037274,ACC0000457,MER00370,2026-04-04 13:51:40,TRANSFER,93.63,INR,CARD,IN,COMPLETED
TX000037275,ACC0003852,MER00474,2026-04-24 05:32:37,REFUND,66.43,EUR,DIRECT_DEBIT,FR,COMPLETED
TX000037276,ACC0003059,MER00221,2026-01-12 14:57:16,PURCHASE,25.18,EUR,CARD,FR,REVERSED
TX000037277,ACC0004336,MER00274,2025-11-13 21:48:27,PAYMENT,94.42,JPY,DIGITAL_WALLET,JP,COMPLETED
TX000037278,ACC0011059,MER00857,2025-10-10 18:30:48,REFUND,5.29,AED,CASH,AE,COMPLETED
TX000037279,ACC0009904,MER00428,2025-08-21 03:44:01,TRANSFER,39.71,EUR,CARD,FR,REVERSED
TX000037280,ACC0006233,MER00024,2025-11-07 09:12:50,PURCHASE,17.95,EUR,DIGITAL_WALLET,FR,PENDING
TX000037281,ACC0003034,MER00048,2026-08-05 14:17:28,PAYMENT,10.49,PKR,CARD,PK,COMPLETED
TX000037282,ACC0009723,MER00824,2025-10-08 01:34:58,PAYMENT,6.47,EUR,CASH,FR,PENDING
TX000037283,ACC0001349,MER00157,2026-01-29 14:49:03,PURCHASE,66.34,EUR,CARD,FR,PENDING
TX000037284,ACC0000663,MER00656,2025-11-21 22:39:24,PAYMENT,58.12,JPY,CARD,JP,COMPLETED
TX000037285,ACC0006875,MER00648,2026-05-20 09:11:16,PURCHASE,123.79,AED,CARD,AE,COMPLETED
TX000037286,ACC0008546,MER00516,2025-11-20 17:26:14,PURCHASE,68.84,EUR,CARD,FR,COMPLETED
TX000037287,ACC0000703,MER00488,2026-08-11 02:15:33,PURCHASE,23.97,PKR,CASH,PK,FAILED
TX000037288,ACC0008375,MER00236,2026-05-12 03:02:38,PAYMENT,654.97,JPY,DIGITAL_WALLET,JP,REVERSED
TX000037289,ACC0009307,MER00349,2025-09-26 11:28:34,PURCHASE,101.13,PKR,CARD,PK,COMPLETED
TX000037290,ACC0011639,MER00705,2026-03-12 17:00:00,PURCHASE,9.34,AUD,CASH,AU,COMPLETED
TX000037291,ACC0005415,MER00001,2026-04-17 01:14:44,PURCHASE,28.72,USD,CARD,US,PENDING
TX000037292,ACC0004868,MER00606,2025-09-17 16:40:18,PAYMENT,42.5,AED,CASH,AE,PENDING
TX000037293,ACC0000747,MER00579,2025-08-22 09:39:30,PAYMENT,24.8,CAD,CARD,CA,PENDING
TX000037294,ACC0001440,MER00471,2026-06-01 04:03:25,PAYMENT,317.0,INR,BANK_TRANSFER,IN,COMPLETED
TX000037295,ACC0010366,,2026-03-31 06:53:52,PURCHASE,24.08,INR,CARD,IN,COMPLETED
TX000037296,ACC0003767,MER00233,2026-05-05 20:41:23,PURCHASE,21.65,GBP,DIGITAL_WALLET,GB,PENDING
TX000037297,ACC0001238,MER00346,2025-11-28 19:28:36,PURCHASE,74.84,INR,CARD,IN,FAILED
TX000037298,ACC0007939,MER00078,2025-09-04 05:01:25,PURCHASE,37.81,JPY,CARD,JP,COMPLETED
TX000037299,ACC0005693,MER00103,2026-08-19 19:23:36,PURCHASE,25.94,EUR,CARD,FR,PENDING
TX000037300,ACC0011588,MER00717,2025-08-14 17:40:09,TRANSFER,358.67,USD,CARD,US,FAILED
TX000037301,ACC0011321,MER00306,2026-03-08 14:37:21,PURCHASE,179.44,EUR,DIGITAL_WALLET,FR,COMPLETED
TX000037302,ACC0011503,MER00063,2026-05-05 14:51:30,PURCHASE,7.02,PKR,CARD,PK,PENDING
TX000037303,ACC0000223,MER00007,2025-12-04 06:19:16,WITHDRAWAL,259.91,GBP,DIRECT_DEBIT,GB,COMPLETED
TX000037304,ACC0006449,MER00803,2026-08-08 15:00:26,PURCHASE,27.2,AED,CARD,AE,COMPLETED
TX000037305,ACC0000523,MER00243,2026-04-04 15:52:00,REFUND,115.36,EUR,CARD,FR,REVERSED
TX000037306,ACC0001874,MER00166,2026-06-05 06:06:07,PURCHASE,293.09,AED,DIGITAL_WALLET,AE,REVERSED
TX000037307,ACC0002810,MER00719,2025-10-12 17:08:50,PAYMENT,80.72,INR,CASH,IN,COMPLETED
TX000037308,ACC0010007,MER00613,2026-05-31 10:19:50,PURCHASE,407.29,CAD,DIGITAL_WALLET,CA,COMPLETED
TX000037309,ACC0008566,MER00526,2026-05-03 22:21:58,PURCHASE,84.68,INR,CASH,IN,COMPLETED
TX000037310,ACC0003674,MER00609,2025-08-30 00:19:49,PURCHASE,66.14,EUR,DIGITAL_WALLET,FR,COMPLETED
TX000037311,ACC0001712,MER00953,2026-08-08 16:39:29,WITHDRAWAL,100.52,GBP,CARD,GB,REVERSED
TX000037312,ACC0011385,MER00881,2025-11-15 14:17:57,PAYMENT,8.48,EUR,DIRECT_DEBIT,FR,FAILED
TX000037313,ACC0001103,MER00917,2026-03-28 01:54:01,PURCHASE,26.45,EUR,BANK_TRANSFER,FR,COMPLETED
TX000037314,ACC0003058,MER00956,2025-09-25 16:08:19,PURCHASE,10.19,EUR,DIRECT_DEBIT,FR,FAILED
TX000037315,ACC0008408,MER00360,2026-01-10 23:12:21,PURCHASE,27.22,EUR,DIRECT_DEBIT,FR,COMPLETED
TX000037316,ACC0005578,MER00109,2026-05-21 03:00:00,PURCHASE,54.31,EUR,CARD,FR,COMPLETED
TX000037317,ACC0000059,MER00109,2026-05-24 22:35:30,PAYMENT,28.17,PKR,CASH,PK,PENDING
TX000037318,ACC0006090,MER00275,2026-02-26 21:03:13,REFUND,28.27,PKR,DIGITAL_WALLET,PK,COMPLETED
TX000037319,ACC0003287,MER00093,2026-08-12 07:33:10,PURCHASE,7.45,EUR,CARD,FR,FAILED
TX000037320,ACC0007259,MER00326,2025-10-28 09:57:17,PURCHASE,18.6,EUR,CARD,FR,FAILED
TX000037321,ACC0004543,MER00619,2026-04-07 18:18:24,REFUND,207.46,EUR,DIGITAL_WALLET,FR,PENDING
TX000037322,ACC0000645,MER00817,2026-06-29 05:32:07,PAYMENT,17.95,GBP,CARD,GB,COMPLETED
TX000037323,ACC0008466,MER00737,2026-07-11 05:37:05,WITHDRAWAL,22.67,USD,CARD,US,COMPLETED
TX000037324,ACC0003759,MER00512,2026-01-04 07:40:08,WITHDRAWAL,42.8,USD,DIGITAL_WALLET,US,COMPLETED
TX000037325,ACC0008540,MER00862,2026-07-17 02:17:11,PAYMENT,49.81,AUD,CASH,AU,COMPLETED
TX000037326,ACC0010301,MER00370,2025-09-05 01:31:33,TRANSFER,28.49,USD,CARD,US,COMPLETED
TX000037327,ACC0007934,MER00462,2026-05-22 01:24:05,PURCHASE,7.13,EUR,CARD,FR,COMPLETED
TX000037328,ACC0002587,MER00195,2025-12-12 12:50:47,WITHDRAWAL,60.04,EUR,CARD,FR,PENDING
TX000037329,ACC0005692,MER00633,2026-01-20 19:30:59,WITHDRAWAL,273.88,EUR,CASH,FR,COMPLETED
TX000037330,ACC0006143,MER00221,2026-08-02 07:26:43,REFUND,249.47,AUD,BANK_TRANSFER,AU,COMPLETED
TX000037331,ACC0002504,MER00530,2026-04-24 12:13:54,REFUND,15.04,EUR,DIRECT_DEBIT,FR,FAILED
TX000037332,ACC0006919,MER00538,2025-11-09 07:36:33,PURCHASE,51.55,EUR,DIGITAL_WALLET,FR,COMPLETED
TX000037333,ACC0005566,MER00526,2026-07-18 18:29:22,TRANSFER,535.28,AUD,DIRECT_DEBIT,AU,COMPLETED
TX000037334,ACC0005022,MER00508,2026-06-08 11:25:25,PURCHASE,32.98,EUR,CASH,FR,FAILED
TX000037335,ACC0005553,MER00056,2026-03-04 10:34:55,REFUND,43.82,EUR,BANK_TRANSFER,FR,COMPLETED
TX000037336,ACC0004464,MER00359,2025-11-18 19:53:55,TRANSFER,6.4,INR,CARD,IN,COMPLETED
TX000037337,ACC0001926,MER00908,2025-11-18 22:28:03,PURCHASE,104.19,AED,CARD,AE,COMPLETED
TX000037338,ACC0011868,MER00304,2025-11-04 06:23:18,PAYMENT,44.97,PKR,BANK_TRANSFER,PK,COMPLETED
TX000037339,ACC0001193,MER00224,2025-12-02 11:58:10,PURCHASE,12.42,EUR,BANK_TRANSFER,FR,REVERSED
TX000037340,ACC0008470,MER00770,2026-03-04 06:08:19,PURCHASE,71.01,PKR,BANK_TRANSFER,PK,COMPLETED
TX000037341,ACC0004818,MER00459,2026-05-11 10:43:47,PURCHASE,97.12,AUD,CARD,AU,FAILED
TX000037342,ACC0006432,MER00744,2025-09-05 09:07:05,PAYMENT,15.44,PKR,CARD,PK,FAILED
TX000037343,ACC0003961,MER00226,2026-03-26 22:45:22,REFUND,5.33,JPY,CASH,JP,PENDING
TX000037344,ACC0007784,MER00118,2025-10-21 00:45:35,WITHDRAWAL,38.59,EUR,CARD,FR,COMPLETED
TX000037345,ACC0011063,MER00570,2026-05-24 21:06:54,PURCHASE,70.94,AUD,DIGITAL_WALLET,AU,COMPLETED
TX000037346,ACC0011865,MER00565,2026-08-09 16:31:09,WITHDRAWAL,44.41,EUR,DIRECT_DEBIT,FR,COMPLETED
TX000037347,ACC0008364,MER00918,2025-11-06 05:27:37,PURCHASE,118.37,JPY,BANK_TRANSFER,JP,COMPLETED
TX000037348,ACC0003840,MER00664,2025-10-09 01:45:25,TRANSFER,5.04,SGD,CARD,SG,COMPLETED
TX000037349,ACC0005910,MER00003,2026-05-10 03:25:45,PAYMENT,10.85,EUR,DIGITAL_WALLET,FR,FAILED
TX000037350,ACC0003471,MER00538,2025-11-27 21:44:26,TRANSFER,42.26,EUR,BANK_TRANSFER,FR,COMPLETED
TX000037351,ACC0007367,MER00888,2026-01-02 12:45:12,TRANSFER,5.97,SGD,CASH,SG,FAILED
TX000037352,ACC0011529,MER00331,2025-09-07 15:58:10,PURCHASE,14.39,EUR,BANK_TRANSFER,FR,REVERSED
TX000037353,ACC0007780,MER00228,2025-11-22 22:40:03,PURCHASE,18.55,INR,CARD,IN,COMPLETED
TX000037354,ACC0003478,MER00841,2026-08-20 22:18:05,PAYMENT,101.32,EUR,CARD,FR,COMPLETED
TX000037355,ACC0011043,MER00420,2026-01-31 16:31:45,PURCHASE,139.35,EUR,CARD,FR,COMPLETED
TX000037356,ACC0007050,MER00013,2026-06-18 05:29:59,PURCHASE,73.42,JPY,CARD,JP,COMPLETED
TX000037357,ACC0011890,MER00923,2026-06-27 22:16:58,PURCHASE,260.34,JPY,CARD,JP,REVERSED
TX000037358,ACC0005548,MER00132,2025-11-26 04:16:08,PURCHASE,154.38,EUR,DIRECT_DEBIT,FR,PENDING
TX000037359,ACC0000464,MER00302,2026-06-03 08:03:13,TRANSFER,78.97,AED,BANK_TRANSFER,AE,FAILED
TX000037360,ACC0004315,MER00449,2026-06-18 08:16:42,WITHDRAWAL,76.4,SGD,CARD,SG,COMPLETED
TX000037361,ACC0001345,MER00543,2026-04-25 18:27:32,TRANSFER,17.37,EUR,CARD,FR,PENDING
TX000037362,ACC0009208,MER00640,2026-03-30 06:44:48,PAYMENT,7.14,USD,BANK_TRANSFER,US,COMPLETED
TX000037363,ACC0003206,MER00629,2026-01-18 15:40:09,WITHDRAWAL,15.1,EUR,DIRECT_DEBIT,FR,COMPLETED
TX000037364,ACC0009936,MER00317,2026-08-05 18:05:50,PAYMENT,83.57,INR,BANK_TRANSFER,IN,FAILED
TX000037365,ACC0009064,MER00329,2025-08-15 08:55:28,PURCHASE,23.46,EUR,CASH,FR,COMPLETED
TX000037366,ACC0005391,MER00671,2026-02-16 22:11:19,PURCHASE,64.87,EUR,DIGITAL_WALLET,FR,REVERSED
TX000037367,ACC0007703,MER00317,2026-05-24 18:35:44,PURCHASE,4.43,SGD,DIRECT_DEBIT,SG,FAILED
TX000037368,ACC0005770,MER00462,2026-03-11 16:52:55,PURCHASE,59.05,EUR,DIGITAL_WALLET,FR,COMPLETED
TX000037369,ACC0007182,MER00857,2026-02-13 23:22:27,PAYMENT,12.92,USD,CARD,US,COMPLETED
TX000037370,ACC0002151,MER00828,2025-10-11 10:20:50,WITHDRAWAL,14.86,CAD,CARD,CA,COMPLETED
TX000037371,ACC0010097,MER00306,2025-09-26 12:43:06,PURCHASE,207.01,CAD,CASH,CA,FAILED
TX000037372,ACC0010171,MER00473,2025-09-22 07:24:24,PURCHASE,352.95,INR,DIGITAL_WALLET,IN,COMPLETED
TX000037373,ACC0003169,MER00439,2025-11-15 05:14:50,PURCHASE,10.16,USD,CARD,US,COMPLETED
TX000037374,ACC0008101,MER00129,2025-12-06 10:32:29,PURCHASE,25.69,EUR,DIGITAL_WALLET,FR,COMPLETED
TX000037375,ACC0006132,MER00175,2025-11-26 02:44:07,PAYMENT,28.9,AUD,CARD,AU,FAILED
TX000037376,ACC0000123,MER00892,2026-05-20 05:19:43,WITHDRAWAL,74.51,INR,CARD,IN,COMPLETED
TX000037377,ACC0003877,MER00131,2025-12-24 08:44:45,PURCHASE,19.74,EUR,CARD,FR,REVERSED
TX000037378,ACC0009108,MER00832,2025-08-12 03:11:28,REFUND,13.66,CAD,BANK_TRANSFER,CA,REVERSED
TX000037379,ACC0006881,MER00207,2025-08-28 05:24:46,PURCHASE,45.71,EUR,BANK_TRANSFER,FR,REVERSED
TX000037380,ACC0008921,MER00459,2026-06-17 16:02:53,PURCHASE,36.2,EUR,CARD,FR,COMPLETED
TX000037381,ACC0001143,MER00724,2025-08-13 12:06:24,PAYMENT,86.01,EUR,DIGITAL_WALLET,FR,COMPLETED
TX000037382,ACC0003352,MER00858,2026-06-16 02:28:26,TRANSFER,15.63,USD,CARD,US,PENDING
TX000037383,ACC0003764,MER00390,2026-01-01 07:41:15,PURCHASE,26.43,INR,BANK_TRANSFER,IN,FAILED
TX000037384,ACC0004081,MER00379,2026-02-18 20:04:45,WITHDRAWAL,77.86,EUR,BANK_TRANSFER,FR,FAILED
TX000037385,ACC0007323,MER00117,2026-03-08 12:52:29,REFUND,30.97,JPY,CARD,JP,COMPLETED
TX000037386,ACC0005079,MER00054,2025-12-08 05:46:57,PURCHASE,5.22,EUR,BANK_TRANSFER,FR,COMPLETED
TX000037387,ACC0007844,MER00029,2025-09-08 19:31:44,TRANSFER,197.83,INR,BANK_TRANSFER,IN,COMPLETED
TX000037388,ACC0005472,MER00756,2026-01-10 23:33:29,PAYMENT,30.18,GBP,DIGITAL_WALLET,GB,COMPLETED
TX000037389,ACC0003768,MER00946,2026-03-23 04:47:37,PURCHASE,30.78,INR,CARD,IN,COMPLETED
TX000037390,ACC0003545,MER00508,2026-03-07 17:30:54,PURCHASE,533.77,PKR,CARD,PK,FAILED
TX000037391,ACC0010225,MER00054,2026-06-02 17:53:49,PAYMENT,338.3,SGD,CARD,SG,COMPLETED
TX000037392,ACC0011543,MER00549,2025-09-06 17:11:21,PURCHASE,94.16,USD,CARD,US,REVERSED
TX000037393,ACC0001727,MER00952,2026-01-23 10:39:39,REFUND,10.03,CAD,CASH,CA,REVERSED
TX000037394,ACC0009768,MER00616,2025-08-04 07:30:41,WITHDRAWAL,150.32,GBP,CARD,GB,COMPLETED
TX000037395,ACC0003316,MER00567,2026-01-26 10:20:20,REFUND,4.72,JPY,CARD,JP,COMPLETED
TX000037396,ACC0002932,MER00287,2026-08-07 23:28:31,PURCHASE,38.46,INR,CARD,IN,PENDING
TX000037397,ACC0001073,MER00350,2025-12-11 11:04:27,PAYMENT,19.87,EUR,CARD,FR,COMPLETED
TX000037398,ACC0011044,MER00952,2025-09-30 22:09:19,PURCHASE,15.31,INR,DIRECT_DEBIT,IN,COMPLETED
TX000037399,ACC0004017,MER00908,2026-03-10 16:48:47,REFUND,42.73,PKR,CASH,PK,FAILED
TX000037400,ACC0003395,MER00987,2026-02-03 07:50:56,TRANSFER,65.0,EUR,DIRECT_DEBIT,FR,COMPLETED
TX000037401,ACC0010658,MER00148,2025-09-01 11:04:12,PURCHASE,78.65,EUR,CARD,FR,COMPLETED
TX000037402,ACC0001339,MER00075,2026-06-14 20:52:20,WITHDRAWAL,30.28,EUR,CARD,FR,REVERSED
TX000037403,ACC0005889,MER00584,2026-01-22 01:50:07,PAYMENT,26.28,AED,DIRECT_DEBIT,AE,FAILED
TX000037404,ACC0003684,MER00496,2026-02-14 18:56:52,PURCHASE,84.74,EUR,DIGITAL_WALLET,FR,COMPLETED
TX000037405,ACC0001166,MER00838,2026-05-24 17:02:08,PAYMENT,87.02,EUR,DIGITAL_WALLET,FR,COMPLETED
TX000037406,ACC0010496,MER00797,2026-04-07 05:56:59,TRANSFER,38.54,JPY,DIGITAL_WALLET,JP,COMPLETED
TX000037407,ACC0009309,MER00085,2026-03-18 03:06:51,WITHDRAWAL,12.78,JPY,CARD,JP,COMPLETED
TX000037408,ACC0000133,MER00424,2026-06-30 02:53:07,WITHDRAWAL,5.16,EUR,CARD,FR,COMPLETED
TX000037409,ACC0008752,MER00344,2026-04-14 06:14:43,PURCHASE,68.4,EUR,DIGITAL_WALLET,FR,REVERSED
TX000037410,ACC0001415,MER00526,2025-08-10 17:03:05,PURCHASE,96.55,EUR,CARD,FR,REVERSED
TX000037411,ACC0009326,MER00683,2025-09-16 13:25:51,WITHDRAWAL,26.49,USD,CARD,US,COMPLETED
TX000037412,ACC0006220,MER00671,2025-11-02 17:33:51,TRANSFER,49.92,AUD,DIRECT_DEBIT,AU,PENDING
TX000037413,ACC0000615,MER00453,2026-05-02 23:17:48,PURCHASE,141.47,USD,CARD,US,COMPLETED
TX000037414,ACC0006907,MER00412,2025-11-21 08:35:31,PAYMENT,302.48,EUR,DIGITAL_WALLET,FR,FAILED
TX000037415,ACC0007204,MER00317,2026-06-06 07:40:26,PURCHASE,21.44,GBP,DIRECT_DEBIT,GB,COMPLETED
TX000037416,ACC0004977,MER00165,2026-08-18 06:23:25,PURCHASE,30.07,GBP,DIRECT_DEBIT,GB,FAILED
TX000037417,ACC0008828,MER00753,2026-06-22 22:20:05,REFUND,54.58,JPY,BANK_TRANSFER,JP,COMPLETED
TX000037418,ACC0010168,MER00040,2026-08-23 20:46:27,REFUND,8.7,USD,BANK_TRANSFER,US,COMPLETED
TX000037419,ACC0004415,MER00158,2025-10-19 14:18:10,REFUND,3.13,EUR,DIGITAL_WALLET,FR,COMPLETED
TX000037420,ACC0002552,MER00483,2026-04-09 10:03:27,WITHDRAWAL,7.63,EUR,DIRECT_DEBIT,FR,PENDING
TX000037421,ACC0005839,MER00221,2025-10-01 08:19:18,PURCHASE,24.47,CAD,DIGITAL_WALLET,CA,FAILED
TX000037422,ACC0003481,MER00594,2026-07-21 10:36:35,TRANSFER,14.93,EUR,CARD,FR,COMPLETED
TX000037423,ACC0004577,MER00635,2026-03-08 04:42:53,PURCHASE,13.5,AED,CARD,AE,COMPLETED
TX000037424,ACC0011854,MER00940,2025-11-03 13:13:51,PURCHASE,35.03,GBP,DIGITAL_WALLET,GB,COMPLETED
TX000037425,ACC0000655,MER00536,2026-06-22 18:26:48,WITHDRAWAL,32.58,EUR,CASH,FR,PENDING
TX000037426,ACC0005113,MER00425,2026-06-07 12:29:39,WITHDRAWAL,14.42,EUR,BANK_TRANSFER,FR,COMPLETED
TX000037427,ACC0004854,MER00591,2025-10-17 22:21:58,PURCHASE,5.61,INR,BANK_TRANSFER,IN,COMPLETED
TX000037428,ACC0010114,MER00922,2025-09-10 14:28:26,REFUND,51.87,AED,CARD,AE,COMPLETED
TX000037429,ACC0009270,MER00758,2026-07-11 00:44:54,PURCHASE,105.56,USD,CASH,US,REVERSED
TX000037430,ACC0005616,MER00712,2026-07-26 10:16:33,REFUND,16.77,EUR,BANK_TRANSFER,FR,COMPLETED
TX000037431,ACC0005022,MER00272,2025-09-21 16:43:34,PURCHASE,21.69,EUR,DIGITAL_WALLET,FR,COMPLETED
TX000037432,ACC0010634,MER00971,2025-08-15 05:18:18,TRANSFER,80.96,EUR,CARD,FR,COMPLETED
TX000037433,ACC0005662,MER00072,2025-12-27 03:25:30,PURCHASE,104.93,USD,CARD,US,FAILED
TX000037434,ACC0002805,MER00963,2025-12-20 12:34:59,REFUND,20.01,INR,CARD,IN,FAILED
TX000037435,ACC0000333,MER00694,2026-02-23 01:00:23,WITHDRAWAL,29.54,USD,BANK_TRANSFER,US,COMPLETED
TX000037436,ACC0005435,MER00677,2025-09-19 16:22:51,PURCHASE,167.77,SGD,CARD,SG,COMPLETED
TX000037437,ACC0003642,MER00366,2026-05-25 03:46:47,PURCHASE,86.9,EUR,CASH,FR,COMPLETED
TX000037438,ACC0007028,MER00600,2026-07-01 09:53:47,TRANSFER,9.45,EUR,CASH,FR,COMPLETED
TX000037439,ACC0002901,MER00128,2026-03-17 19:45:10,WITHDRAWAL,5.01,EUR,CARD,FR,PENDING
TX000037440,ACC0003027,MER00920,2026-02-26 05:47:56,REFUND,24.41,GBP,CARD,GB,COMPLETED
TX000037441,ACC0002203,MER00321,2026-02-25 21:15:49,PURCHASE,11.44,GBP,CASH,GB,COMPLETED
TX000037442,ACC0011394,MER00689,2025-11-16 19:08:17,WITHDRAWAL,55.4,EUR,DIRECT_DEBIT,FR,COMPLETED
TX000037443,ACC0011813,MER00746,2025-09-02 14:06:30,PURCHASE,72.59,AED,CARD,AE,COMPLETED
TX000037444,ACC0001496,MER00987,2025-08-23 20:13:16,PURCHASE,43.89,EUR,CARD,FR,COMPLETED
TX000037445,ACC0005375,MER00379,2026-03-14 22:41:51,PURCHASE,13.65,SGD,BANK_TRANSFER,SG,PENDING
TX000037446,ACC0006166,MER00178,2026-05-04 09:44:42,REFUND,8.19,CAD,BANK_TRANSFER,CA,REVERSED
TX000037447,ACC0007218,MER00156,2026-04-14 04:15:15,PAYMENT,68.53,EUR,DIRECT_DEBIT,FR,COMPLETED
TX000037448,ACC0001517,MER00402,2025-09-08 08:09:31,WITHDRAWAL,82.42,GBP,DIGITAL_WALLET,GB,COMPLETED
TX000037449,ACC0008578,MER00253,2026-03-07 04:40:43,PURCHASE,111.96,EUR,BANK_TRANSFER,FR,COMPLETED
TX000037450,ACC0011059,MER00007,2026-01-13 05:58:23,PURCHASE,24.07,AED,BANK_TRANSFER,AE,COMPLETED
TX000037451,ACC0008741,MER00735,2025-09-29 01:28:19,PAYMENT,29.95,JPY,BANK_TRANSFER,JP,COMPLETED
TX000037452,ACC0011173,MER00768,2025-09-18 00:43:11,TRANSFER,80.84,AUD,DIGITAL_WALLET,AU,COMPLETED
